dataset,protocol,test_cell,row_index,cycle_number,measurement_source,model,window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,17,1900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.910206122615971,0.9090028204654589,0.00120330215051212,0.0,3.358401000014055,3.358401000014055,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,18,2000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9061316498413768,0.9027374157711239,0.003394234070252966,0.0,3.5825439999825903,3.5825439999825903,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,19,2100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9030017875869772,0.9002137257425702,0.0027880618444070526,0.0,4.8200070000348205,4.8200070000348205,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,20,2200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8983125553947697,0.894787148094378,0.0035254073003917474,0.0,6.3427470001897746,6.3427470001897746,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,21,2300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8949125087814178,0.8932188347765568,0.0016936740048609789,0.0,4.512506999844845,4.512506999844845,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,22,2400.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8905732968994196,0.888365020764785,0.0022082761346345903,0.0,4.541269000128523,4.541269000128523,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,23,2500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8879613973915149,0.8885200077404881,0.0005586103489731986,0.0,3.689736999831439,3.689736999831439,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,24,2600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8831976725985075,0.8812383002073243,0.001959372391183156,0.0,3.960945000017091,3.960945000017091,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,25,2700.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8811590400633876,0.8792563399137,0.0019027001496876306,0.0,4.566124999882959,4.566124999882959,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,26,2800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.877879197869749,0.8777101552361717,0.00016904263357730986,0.0,5.757288000040717,5.757288000040717,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,27,2900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.872699646802078,0.8691684717137502,0.003531175088327787,0.0,3.6020280001594074,3.6020280001594074,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,28,3000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.871545753698075,0.8686674214335048,0.002878332264570127,0.0,3.459277000047223,3.459277000047223,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,29,3100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8687317985174979,0.868207878178867,0.0005239203386309121,0.0,3.4453030000349827,3.4453030000349827,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,30,3200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.86424500722424,0.8602570626694581,0.003987944554781908,0.0,3.4558190000097966,3.4558190000097966,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,31,3300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8629547013652372,0.8602511304442085,0.0027035709210286862,0.0,3.6730879999140598,3.6730879999140598,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,32,3500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8553560770889814,0.8533833306422001,0.0019727464467813594,0.0,3.7838609998743777,3.7838609998743777,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,33,3600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.854735710432437,0.8511870042532712,0.003548706179165806,0.0,3.7057770000501478,3.7057770000501478,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,34,3700.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8517263992010133,0.8465452609477387,0.0051811382532745975,0.0,3.7588440000035916,3.7588440000035916,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,35,3800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8462746240219763,0.8418829009523434,0.004391723069632869,0.0,3.392375000203174,3.392375000203174,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,36,3900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.845960046064381,0.842019213091468,0.003940832972913033,0.0,3.3123200000773068,3.3123200000773068,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,37,4000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8436530255309312,0.8391057316817235,0.004547293849207712,0.0,3.397007999865309,3.397007999865309,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,38,4100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8394916520881424,0.8327019240879222,0.006789728000220152,0.0,3.322174000004452,3.322174000004452,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,39,4200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8381944392978427,0.8329815641071042,0.005212875190738431,0.0,3.377696999905311,3.377696999905311,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,40,4300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8356091274637388,0.8337725502718814,0.0018365771918574803,0.0,3.374980999979016,3.374980999979016,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,41,4400.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8330633035869601,0.8355908712543182,0.002527567667358066,0.0,3.4180330001163384,3.4180330001163384,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,42,4500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8290290743605105,0.8274011545504495,0.0016279198100610515,0.0,3.317844000093828,3.317844000093828,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,43,4600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8284948770035598,0.8258435081548523,0.002651368848707536,0.0,3.501538999898912,3.501538999898912,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,44,4800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8237963037635181,0.8214577284879644,0.0023385752755537004,0.0,3.309414000113975,3.309414000113975,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,45,5000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8175862687561571,0.6914170470007667,0.12616922175539047,0.0,3.3398999999008083,3.3398999999008083,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,46,5100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.81612510264391,1.05,0.23387489735609002,0.0,3.276611000046614,3.276611000046614,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,47,5200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8115478796870129,0.824569064818797,0.013021185131784074,0.0,3.262890000087282,3.262890000087282,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,48,5300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8115996346341946,0.8168907142723274,0.005291079638132801,0.0,3.466713000079835,3.466713000079835,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,49,5400.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8092949035875885,0.8093106412693469,1.5737681758443145e-05,0.0,3.416588999925807,3.416588999925807,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,50,5500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8040473107856494,0.7953673520254103,0.008679958760239082,0.0,3.4405879998757882,3.4405879998757882,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,51,5600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8043008913509206,0.7925352106489714,0.011765680701949277,0.0,3.3407110001917317,3.3407110001917317,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,52,5700.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.8021222991198484,0.7886395251142707,0.013482774005577736,0.0,3.2921140000325977,3.2921140000325977,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,53,5800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7988318806009727,0.7847240081188552,0.014107872482117423,0.0,3.323102999956973,3.323102999956973,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,54,5900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7975083272562412,0.782763496424025,0.014744830832216227,0.0,3.5223350000705977,3.5223350000705977,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,55,6000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7957091281373936,0.7812663514196585,0.014442776717735084,0.0,3.428038000038214,3.428038000038214,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,56,6100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7922496508333569,0.7755976440301324,0.01665200680322443,0.0,3.8274009998531255,3.8274009998531255,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,57,6200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7925013185026814,0.7759932792911529,0.016508039211528436,0.0,4.508860999976605,4.508860999976605,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,58,6300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7903439313034647,0.7743533756402439,0.01599055566322083,0.0,4.466725999918708,4.466725999918708,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,59,6400.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7864526763105241,0.7703572847120437,0.01609539159848039,0.0,5.326121000052808,5.326121000052808,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,60,6500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7869654766759802,0.7715566869722973,0.015408789703682868,0.0,5.0900809999347985,5.0900809999347985,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,61,6600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7847718420047651,0.7689897749640863,0.01578206704067886,0.0,5.118830999890633,5.118830999890633,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,62,6700.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7815252944168616,0.7639299448218807,0.01759534959498088,0.0,5.051622000110001,5.051622000110001,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,63,6800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7814651034832552,0.7622377242237866,0.019227379259468602,0.0,6.2254710001070634,6.2254710001070634,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,64,6900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7798785735508862,0.7590441297939396,0.02083444375694654,0.0,6.40581600009682,6.40581600009682,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,65,7000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7753883248459464,0.7534229400612241,0.02196538478472232,0.0,5.979768999850421,5.979768999850421,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,66,7100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7753883248459464,0.748451913637144,0.026936411208802413,0.0,4.582919000085894,4.582919000085894,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,67,7200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7779231095197319,0.7415923247453656,0.03633078477436624,0.0,3.602476999958526,3.602476999958526,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,68,7300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.773953607918759,0.7304198512919431,0.04353375662681591,0.0,3.4799479999492178,3.4799479999492178,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,69,7400.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7717875186682972,0.7172690447171717,0.05451847395112552,0.0,3.498465000120632,3.498465000120632,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,70,7500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7688532848321806,0.6847439860348574,0.0841092987973232,0.0,3.55856400005905,3.55856400005905,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,71,7600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7682106895603251,0.6891916421792829,0.07901904738104226,0.0,3.4641400000055,3.4641400000055,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,72,7700.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7668040273467023,0.6182863507977211,0.14851767654898118,0.0,3.420136000158891,3.420136000158891,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,73,7800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7633855168204102,0.7415912041640343,0.02179431265637588,0.0,3.3965370000714756,3.3965370000714756,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,74,7900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.763508806992054,0.680244402965971,0.08326440402608304,0.0,3.3061229999020725,3.3061229999020725,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,75,8000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.7617888445406081,0.5,0.26178884454060813,0.0,3.5368199999084027,3.5368199999084027,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,76,8100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.757685458226604,0.7989357804676281,0.041250322241024096,0.0,3.3291020001797733,3.3291020001797733,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell1,77,8200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.75854593254061,0.7910678977291031,0.03252196518849315,0.0,3.39126199992279,3.39126199992279,3031.3369140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,0,0.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,1.0,1.0010934789856176,0.0010934789856176241,0.0,2.1617939999032387,2.1617939999032387,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,1,100.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9888449969665424,0.9907406938208527,0.001895696854310347,0.0,3.6207219998232176,3.6207219998232176,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,2,200.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9827687821520124,0.9867977018862705,0.0040289197342581184,0.0,3.483364999965488,3.483364999965488,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,3,300.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9787657281283764,0.9830886854359165,0.004322957307540176,0.0,3.3963500000027125,3.3963500000027125,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,4,400.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9724603484974376,0.978248381217616,0.005788032720178471,0.0,3.339479000032952,3.339479000032952,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,5,500.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9677508461666642,0.9685680551277346,0.0008172089610704036,0.0,3.553422000095452,3.553422000095452,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,6,600.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9635864661312896,0.96431787959233,0.0007314134610403311,0.0,3.7401890001547144,3.7401890001547144,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,7,700.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9600336768008568,0.9626261042413861,0.0025924274405292325,0.0,3.4734230000594835,3.4734230000594835,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,8,800.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9552151812259376,0.9581667375509451,0.0029515563250074317,0.0,3.6507469999378372,3.6507469999378372,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,9,900.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9516017182327118,0.9520062995995275,0.0004045813668157594,0.0,3.4921670001040184,3.4921670001040184,3100.3994140625,1,
Dataset 2,Kadem-style_GPR-EKF_Colab,Cell2,10,1000.0,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,measurement_update,1.0,0.9480753594217672,0.9505521944282537,0.002476835006486433,0.0,3.544867000073282,3.544867000073282,3100.3994140625,1,
