dataset,protocol,test_cell,row_index,cycle_number,measurement_source,model,window,selected_model,selected_window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,10,588.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9739146801541868,0.9740512371063232,0.00013655695213643515,0.19743000007110822,1.8918990000429403,2.0893290001140485,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,11,654.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.972318570319827,0.9720627069473267,0.0002558633725003867,0.22833999992144527,1.8839489999891157,2.112288999910561,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,12,721.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.969576210100282,0.9698635339736938,0.00028732387341179333,0.20490999997946346,1.9368789999134606,2.141788999892924,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,13,788.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9680450155785733,0.9674453735351562,0.0005996420434170036,0.21488900006261247,1.9714400000339083,2.1863290000965208,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,14,854.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9657280156958624,0.965427577495575,0.00030043820028746726,0.21158900005957548,1.8958690000090428,2.1074580000686183,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,15,921.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.963999874717116,0.964021623134613,2.1748417497025052e-05,0.21818899995196261,1.8518300000778254,2.070019000029788,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,16,987.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9620043706709784,0.9619442224502563,6.014822072208936e-05,0.21155000001726876,1.8125999999938358,2.0241500000111046,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,17,1053.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9597059284991188,0.9595649838447571,0.00014094465436176318,0.19814900008441327,1.8496889999823907,2.047838000066804,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,18,1129.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9574626460053548,0.9573391675949097,0.00012347841044513252,0.19562900001801609,1.8007099999977072,1.9963390000157233,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,19,1203.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9552010992032866,0.955173671245575,2.7427957711601003e-05,0.20715999994536105,1.8317589999696793,2.0389189999150403,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,20,1270.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9533071124370616,0.9534097909927368,0.00010267855567525075,0.1974699999891527,1.8165389999467152,2.014008999935868,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,21,1337.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9506288606731808,0.9506339430809021,5.0824077213462715e-06,0.1969700000472585,1.7795700000533543,1.9765400001006128,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,22,1405.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9492707003012548,0.9489971399307251,0.00027356037052972404,0.1955610000550223,1.7949779999071325,1.9905389999621548,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,23,1472.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9471227002833592,0.9472659230232239,0.00014322273986466794,0.25055000003249006,1.8464490000269507,2.0969990000594407,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,24,1537.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.945003380364045,0.9442662596702576,0.0007371206937873964,0.23420000002261077,1.8458199999713543,2.080019999993965,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,25,1612.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9435202305087722,0.9430770874023438,0.00044314310642845633,0.20196999992094788,2.091209000013805,2.293178999934753,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,26,1679.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.941828618146642,0.9415493607521057,0.00027925739453626974,0.20232999997915613,1.8918489998895893,2.0941789998687454,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,27,1745.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9396039667143572,0.9398537278175354,0.0002497611031782032,0.2186699999811026,1.9350690000692339,2.1537390000503365,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,28,1812.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.937486700612854,0.9375331997871399,4.649917428589667e-05,0.21741000000474742,1.944199000035951,2.1616090000406984,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,29,1876.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9361006669993338,0.9359096884727478,0.00019097852658600534,0.21245999994334852,1.9533690000343995,2.165828999977748,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,30,1943.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9335597276256146,0.9340991973876953,0.0005394697620807465,0.2256399999396308,2.019399000005251,2.2450389999448817,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,31,2011.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9317008024632888,0.9325253963470459,0.0008245938837571076,0.22937999995065184,1.9532989999788697,2.1826789999295215,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,32,2079.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9298218525773948,0.9297099709510803,0.00011188162631448062,0.20592999999280437,1.8560490000254504,2.0619790000182547,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,33,2147.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9278246614666464,0.928256094455719,0.00043143298907255545,0.20263999999770022,3.2325979999541232,3.4352379999518234,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,34,2215.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9254009364088848,0.9267022013664246,0.0013012649575397939,0.37817999998424057,2.5667489999250392,2.94492899990928,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,35,2292.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9232756017374448,0.9239059090614319,0.000630307323987056,0.2923089999740114,2.2756289999961155,2.567937999970127,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,36,2361.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9213049635568388,0.9223415851593018,0.0010366216024629837,0.244339999994736,2.2151689998963775,2.4595089998911135,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,37,2430.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.918961924198426,0.9199123382568359,0.0009504140584098986,0.2202100000658902,2.079608999906668,2.2998189999725582,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,38,2499.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9169389870145144,0.9179619550704956,0.0010229680559812326,0.22166999997352832,2.0358689999966373,2.2575389999701656,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,39,2569.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9135935378676696,0.9158031344413757,0.0022095965737061185,0.23594000003868132,2.0526089999748365,2.288549000013518,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,40,2638.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9104155482222852,0.9131852388381958,0.0027696906159105916,0.20657900006426644,1.958000000058746,2.1645790001230125,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,41,2706.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.9063084260735952,0.9114474654197693,0.005139039346174101,0.21004899997478788,1.9927299999835668,2.2027789999583547,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,42,2774.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7222222222222222,0.9006946818661891,0.9051405191421509,0.004445837275961817,0.23215900000650436,2.038558999970519,2.2707179999770233,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,43,2874.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8953253419771633,0.9036056995391846,0.008280357562021279,0.22412999999232852,1.993878999996923,2.2180089999892516,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,44,2940.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.888314708262148,0.8983468413352966,0.010032133073148652,0.22273000001860055,2.0267690000537186,2.249499000072319,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,45,3010.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.88132270560862,0.8937897086143494,0.012467003005729338,0.22649000004548725,1.9218290000253546,2.148319000070842,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,46,3081.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8743309963576303,0.8850536942481995,0.010722697890569122,0.1998899999762216,2.0878090000451266,2.287699000021348,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,47,3151.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8665600833028503,0.8744288682937622,0.007868784990911926,0.21068000000923348,1.9305190000977746,2.141199000107008,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,48,3224.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8592289806601507,0.8667970895767212,0.0075681089165704485,0.2250799999501396,1.9499790000736539,2.1750590000237935,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,49,3296.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8507420920496203,0.8591722846031189,0.008430192553498639,0.20603000007213268,1.9475390000707193,2.153569000142852,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,50,3368.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8418774476648708,0.8486371040344238,0.006759656369553002,0.2022800000531788,1.8512999999984459,2.0535800000516247,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,51,3443.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8326007927589988,0.8393476009368896,0.006746808177890862,0.1999300000079529,1.8838290000076086,2.0837590000155615,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,52,3524.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8233981486446224,0.8322553038597107,0.008857155215088341,0.2115290000119785,2.952778999997463,3.1643080000094415,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,53,3597.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8146448505249737,0.8227387070655823,0.008093856540608568,0.38988000005701906,2.6753990000543126,3.0652790001113317,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,54,3671.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.8053133293435469,0.813965916633606,0.008652587290059022,0.2459590000398748,2.27534900000137,2.5213080000412447,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,55,3746.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.7949997898504279,0.8027942776679993,0.007794487817571416,0.2651999999443433,2.2015790000295965,2.46677899997394,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,56,3821.0,Best-single-selected,Best-single-selected,per_fold_selected,XGBoost,very_narrow_335_340,measurement_update,0.7777777777777778,0.7832365483919445,0.7972157597541809,0.013979211362236454,0.23607000002812129,2.0846290000235967,2.320699000051718,580.0185546875,1,0.0016949740287349414
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,0,0.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,1.0,0.9976045828596973,0.002395417140302669,8.868154999959188,1213.5925010001074,1222.4606560000666,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,1,0.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.997733465354695,0.9967459130065845,0.000987552348110432,9.771726000053604,1280.1683390000562,1289.9400650001098,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,2,68.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9932091247897517,0.9928600459485978,0.00034907884115387144,8.661175999918669,1245.224245999907,1253.8854219998257,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,3,130.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9909524191296388,0.9909105868347368,4.1832294902066636e-05,8.675675999938903,1234.8830309999812,1243.55870699992,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,4,194.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.98845827746154,0.9891008678147043,0.000642590353164274,8.53371599998809,1163.8133349999862,1172.3470509999743,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,5,257.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.986010199992712,0.9857850832991281,0.0002251166935839377,8.42862599995442,1150.718361000031,1159.1469869999855,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,6,322.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9836136880208226,0.9835848375554601,2.885046536249547e-05,8.545525999920756,1132.981199000028,1141.5267249999488,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,7,388.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9812812845045976,0.9813330770776293,5.179257303167262e-05,8.889925999937986,1239.818868000043,1248.708793999981,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,8,454.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9782670134782528,0.9795676155610941,0.001300602082841218,8.674286999962533,1162.2416449999946,1170.9159319999571,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,9,521.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9763861564758298,0.9767618060748514,0.000375649599021588,8.582155999988572,1217.2995890000493,1225.8817450000379,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,10,588.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9739146801541868,0.9736871285564976,0.00022755159768916844,8.523016000026473,1264.43821700002,1272.9612330000464,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,11,654.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.972318570319827,0.9723936747734626,7.510445363556606e-05,11.777924000057283,1272.0016229999374,1283.7795469999946,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,12,721.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.969576210100282,0.9710608616920531,0.0014846515917710246,8.889695999982905,1245.9100760000865,1254.7997720000694,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,13,788.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9680450155785733,0.9684530480510509,0.0004080324724776707,9.743776000050275,1209.9828620000608,1219.726638000111,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,14,854.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9657280156958624,0.9660277261847909,0.00029971048892851737,8.553686000027483,1230.058793000012,1238.6124790000395,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,15,921.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.963999874717116,0.9638025668774572,0.00019730783965876686,8.522074999973484,1257.2873809999692,1265.8094559999427,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,16,987.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9620043706709784,0.9615543719339533,0.0004499987370251146,8.936135999988437,1193.23144100008,1202.1675770000684,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,17,1053.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9597059284991188,0.9591224926943079,0.0005834358048109056,8.386126000004879,1259.3277490000219,1267.7138750000267,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,18,1129.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9574626460053548,0.9583924955280432,0.0009298495226883752,10.054904999947212,1475.7645459999367,1485.8194509998839,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,19,1203.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9552010992032866,0.9544215862616087,0.0007795129416778845,10.150725000016791,1361.5603799999008,1371.7111049999176,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,20,1270.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9533071124370616,0.9548671699095376,0.0015600574724760063,8.634666000034485,1291.9944440000108,1300.6291100000453,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,21,1337.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9506288606731808,0.9515535290621351,0.0009246683889543306,8.717434999994111,1305.567157999917,1314.2845929999112,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,22,1405.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9492707003012548,0.9497001738981021,0.00042947359684730735,9.446485000012217,1292.1900739999046,1301.6365589999168,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,23,1472.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.9471227002833592,0.9477170604856926,0.0005943602023333883,12.051433999999972,1279.9359589999995,1291.9873929999994,112274.1748046875,50,0.004169487589987009
Dataset 3,BMS-1_runtime_fast_pruned,Cell51,24,1537.0,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,MAW-GME-full-50experts,adaptive_windows,measurement_update,0.7777777777777779,0.945003380364045,0.9443332125520452,0.0006701678119998,10.857815000008486,1274.1274920000478,1284.9853070000563,112274.1748046875,50,0.004169487589987009
