dataset,protocol,test_cell,row_index,cycle_number,measurement_source,model,window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,36,2361.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9213049635568388,0.9561240166796164,0.034819053122777666,0.0,2.818918000002668,2.818918000002668,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,37,2430.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.918961924198426,0.922501928185615,0.003540003987189011,0.0,4.110917999923913,4.110917999923913,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,38,2499.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9169389870145144,0.9552968535083939,0.03835786649387951,0.0,3.455247999909261,3.455247999909261,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,39,2569.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9135935378676696,0.947196716766283,0.03360317889861342,0.0,2.331368999989536,2.331368999989536,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,40,2638.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9104155482222852,0.9286629668774526,0.018247418655167436,0.0,2.1699690000787086,2.1699690000787086,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,41,2706.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9063084260735952,0.9738536618223824,0.06754523574878724,0.0,2.444749000005686,2.444749000005686,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,42,2774.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9006946818661891,0.94713622258412,0.04644154071793094,0.0,2.1298789999946166,2.1298789999946166,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,43,2874.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8953253419771633,1.0016770483686037,0.10635170639144043,0.0,2.0859689999497277,2.0859689999497277,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,44,2940.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.888314708262148,1.003054051907535,0.11473934364538707,0.0,2.397469000015917,2.397469000015917,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,45,3010.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.88132270560862,1.0182722946960265,0.1369495890874065,0.0,2.2643390000212094,2.2643390000212094,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,46,3081.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8743309963576303,0.9919074558364136,0.11757645947878326,0.0,2.1748689999867565,2.1748689999867565,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,47,3151.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8665600833028503,0.9749836195325957,0.10842353622974543,0.0,2.17723000002934,2.17723000002934,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,48,3224.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8592289806601507,0.9949834722146339,0.13575449155448316,0.0,2.1415390000356638,2.1415390000356638,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,49,3296.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8507420920496203,0.9735528710429766,0.12281077899335635,0.0,2.162078999958794,2.162078999958794,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,50,3368.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8418774476648708,0.9958147939786965,0.15393734631382572,0.0,2.123319000020274,2.123319000020274,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,51,3443.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8326007927589988,0.9666394729358618,0.13403868017686305,0.0,2.111658999979227,2.111658999979227,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,52,3524.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8233981486446224,1.05,0.2266018513553777,0.0,4.165538000052038,4.165538000052038,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,53,3597.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8146448505249737,0.9821418774165974,0.1674970268916237,0.0,2.663958999960414,2.663958999960414,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,54,3671.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.8053133293435469,0.9952458877906735,0.18993255844712653,0.0,2.5342589999581833,2.5342589999581833,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,55,3746.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.7949997898504279,0.9737206268208757,0.17872083697044783,0.0,2.111318999936884,2.111318999936884,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell51,56,3821.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.7832365483919445,1.0016719320903436,0.2184353836983991,0.0,2.0685580000190384,2.0685580000190384,846.8583984375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,0,0.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,1.0,1.0016763660663965,0.0016763660663965396,0.0,1.5535689999524038,1.5535689999524038,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,1,0.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9975320893154902,0.9947359766662556,0.0027961126492346278,0.0,2.402378999931898,2.402378999931898,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,2,68.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.992897045247222,0.9875801097927593,0.005316935454462657,0.0,2.1328789999870423,2.1328789999870423,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,3,130.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9905670091210168,0.991877205915166,0.001310196794149232,0.0,2.178379000042696,2.178379000042696,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,4,194.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9880298684300552,0.9845729033359732,0.0034569650940819985,0.0,2.1329479999394607,2.1329479999394607,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,5,257.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.985545565016746,0.9995763850334283,0.014030820016682322,0.0,2.1799099999952887,2.1799099999952887,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,6,322.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9831877197970388,0.984549098631137,0.001361378834098259,0.0,2.0343480000519776,2.0343480000519776,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,7,388.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9808167750306488,0.9858405780445625,0.005023803013913697,0.0,2.0495979999850533,2.0495979999850533,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,8,454.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9778996011224568,0.9688667385181726,0.009032862604284153,0.0,2.0340579999356123,2.0340579999356123,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,9,521.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9759381818487788,0.9761911003568801,0.00025291850810127414,0.0,2.1039889999201478,2.1039889999201478,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,10,587.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9734318507061488,0.9664533922979699,0.0069784584081789,0.0,2.144597999972575,2.144597999972575,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,11,653.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.971709296909272,0.9768238357689305,0.005114538859658513,0.0,2.009717999953864,2.009717999953864,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,12,720.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9688593039164308,0.9637875541998157,0.00507174971661517,0.0,2.0305599999801416,2.0305599999801416,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,13,787.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.967413084690762,0.9721263708465375,0.004713286155775487,0.0,2.009748999967087,2.009748999967087,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,14,853.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9651173708404834,0.9633755055328551,0.0017418653076283208,0.0,2.051209999990533,2.051209999990533,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,15,920.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9633435897661076,0.9676399797959776,0.004296390029870034,0.0,2.0256389999531166,2.0256389999531166,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,16,986.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.961298743211923,0.9631115712864884,0.001812828074565398,0.0,2.054858999940734,2.054858999940734,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,17,1052.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9590394739104976,0.9677136175460744,0.008674143635576836,0.0,2.1714989999281897,2.1714989999281897,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,18,1128.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.956851776433912,0.9684180785786102,0.011566302144698226,0.0,2.039639000031457,2.039639000031457,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,19,1202.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9546106562250832,0.9594940699951738,0.0048834137700906055,0.0,2.0914899999979752,2.0914899999979752,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,20,1269.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.952680119681555,0.9713676615059299,0.01868754182437493,0.0,2.064467999957742,2.064467999957742,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,21,1336.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9501367585354644,0.9372448412897832,0.012891917245681173,0.0,2.087567999979001,2.087567999979001,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,22,1404.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9486053556655002,0.9563000880945814,0.0076947324290812524,0.0,5.31751800008351,5.31751800008351,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,23,1471.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9464911327412204,0.9431032262488744,0.0033879064923459934,0.0,3.472717999898123,3.472717999898123,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,24,1536.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9444999284647654,0.9313753541242368,0.013124574340528605,0.0,2.5419090000013966,2.5419090000013966,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,25,1611.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9430447810564422,0.8845053951622985,0.05853938589414365,0.0,2.265629000021363,2.265629000021363,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,26,1678.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9413253740780464,0.5,0.4413253740780464,0.0,2.171019000002161,2.171019000002161,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,27,1744.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9391856106968348,0.9351523440567523,0.004033266640082522,0.0,2.083900000002359,2.083900000002359,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,28,1811.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9370847800465328,0.9256091014154019,0.01147567863113097,0.0,2.071609000040553,2.071609000040553,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,29,1875.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9356552462769672,0.9478065268370799,0.01215128056011272,0.0,3.9758589999792093,3.9758589999792093,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,30,1942.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9331770901369528,0.8684475721948484,0.06472951794210446,0.0,3.6459980000245196,3.6459980000245196,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,31,2010.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9314625863408276,0.8749856271576884,0.05647695918313922,0.0,2.48706900003981,2.48706900003981,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,32,2078.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9295354893430764,1.05,0.12046451065692365,0.0,2.1969389999867417,2.1969389999867417,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,33,2146.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.927629102801804,0.9287251505840625,0.001096047782258469,0.0,2.126208000049701,2.126208000049701,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,34,2214.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.9253396094066456,0.9275176570326717,0.002178047626026136,0.0,2.0994390000623753,2.0994390000623753,839.6552734375,1,
Dataset 3,Kadem-style_GPR-EKF_Colab,Cell52,35,2291.0,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,measurement_update,1.0,0.923354845130789,0.9286197470847057,0.005264901953916712,0.0,2.138239000032627,2.138239000032627,839.6552734375,1,
